datetime,WS,WD,USTAR,MO_LENGTH,V_SIGMA,DISPLACEMENT_HEIGHT,ROUGHNESS_LENGTH,TOWER_HEIGHT,CANOPY_HEIGHT,zm,PBLH
2022-06-14 00:00:00,0.719652,237.793,0.061355,2.61526,0.369145,0.201,0.045,2.9,0.3,2.699,295.0
2022-06-14 00:30:00,0.5322,44.6278,0.0315575,0.0884702,0.228102,0.201,0.045,2.9,0.3,2.699,291.5
2022-06-14 01:00:00,0.207389,9.41721,0.0546006,1.77053,0.41506,0.201,0.045,2.9,0.3,2.699,288.0
2022-06-14 01:30:00,0.374957,23.1055,0.054721,9.48043,0.3958,0.201,0.045,2.9,0.3,2.699,275.5
2022-06-14 02:00:00,0.461723,45.4867,0.0482125,2.13394,0.464382,0.201,0.045,2.9,0.3,2.699,263.0
2022-06-14 02:30:00,0.297676,190.222,0.107535,9.53772,0.478125,0.201,0.045,2.9,0.3,2.699,248.0
2022-06-14 03:00:00,0.0672899,53.2339,0.0396945,-1.76731,0.368355,0.201,0.045,2.9,0.3,2.699,233.0
2022-06-14 03:30:00,0.61451,163.803,0.105557,-12.4575,0.387608,0.201,0.045,2.9,0.3,2.699,252.0
2022-06-14 04:00:00,1.58287,155.391,0.17036,-39.2452,0.427997,0.201,0.045,2.9,0.3,2.699,271.0
2022-06-14 04:30:00,2.05729,192.891,0.203984,-30.6896,0.668963,0.201,0.045,2.9,0.3,2.699,311.5
2022-06-14 05:00:00,1.33537,201.563,0.165742,-7.88061,0.692909,0.201,0.045,2.9,0.3,2.699,352.0
2022-06-14 05:30:00,1.755,175.453,0.13611,-3.87157,0.649355,0.201,0.045,2.9,0.3,2.699,416.5
2022-06-14 06:00:00,1.61349,163.991,0.14941,-5.73563,0.559393,0.201,0.045,2.9,0.3,2.699,481.0
2022-06-14 06:30:00,1.40731,163.891,0.13938,-4.45285,0.479212,0.201,0.045,2.9,0.3,2.699,529.5
2022-06-14 07:00:00,1.43559,159.466,0.144573,-4.57953,0.488285,0.201,0.045,2.9,0.3,2.699,578.0
2022-06-14 07:30:00,1.7814,162.094,0.217145,-10.8706,0.581229,0.201,0.045,2.9,0.3,2.699,593.5
2022-06-14 08:00:00,1.67138,177.993,0.202896,-7.68881,0.706996,0.201,0.045,2.9,0.3,2.699,609.0
2022-06-14 08:30:00,3.30551,185.673,0.295141,-28.4158,0.699733,0.201,0.045,2.9,0.3,2.699,700.5
2022-06-14 09:00:00,3.62043,182.007,0.331637,-41.0457,0.729197,0.201,0.045,2.9,0.3,2.699,792.0
2022-06-14 09:30:00,3.42448,173.633,0.338456,-39.8009,0.682094,0.201,0.045,2.9,0.3,2.699,870.3333333333334
2022-06-14 10:30:00,3.09339,172.54,0.324838,-27.9624,0.686702,0.201,0.045,2.9,0.3,2.699,948.6666666666666
2022-06-14 11:00:00,3.55919,175.694,0.339588,-27.5169,0.785171,0.201,0.045,2.9,0.3,2.699,1027.0
2022-06-14 11:30:00,3.5317,177.115,0.383253,-28.9058,0.918475,0.201,0.045,2.9,0.3,2.699,1034.5
2022-06-14 12:00:00,3.11888,171.397,0.330089,-24.0511,0.835433,0.201,0.045,2.9,0.3,2.699,1042.0
2022-06-14 12:30:00,3.35722,168.861,0.356957,-45.533,0.750813,0.201,0.045,2.9,0.3,2.699,1045.0
2022-06-14 13:00:00,3.29887,170.796,0.318242,-27.4629,0.759033,0.201,0.045,2.9,0.3,2.699,1048.0
2022-06-14 13:30:00,3.15288,187.745,0.288153,-36.3991,0.69366,0.201,0.045,2.9,0.3,2.699,1054.5
2022-06-14 14:00:00,3.08638,182.726,0.271993,-60.8921,0.64998,0.201,0.045,2.9,0.3,2.699,1061.0
2022-06-14 14:30:00,2.61867,206.654,0.302866,-100.277,0.839754,0.201,0.045,2.9,0.3,2.699,601.5
2022-06-14 15:00:00,2.32047,223.568,0.309619,-86.3528,0.917205,0.201,0.045,2.9,0.3,2.699,142.0
2022-06-14 15:30:00,2.75834,252.215,0.398949,-107.887,0.914021,0.201,0.045,2.9,0.3,2.699,312.5
2022-06-14 16:00:00,2.38399,262.301,0.292611,-65.4139,1.06717,0.201,0.045,2.9,0.3,2.699,483.0
2022-06-14 16:30:00,2.43339,289.493,0.330395,-12985.3,1.08369,0.201,0.045,2.9,0.3,2.699,511.0
2022-06-14 17:00:00,1.79966,292.064,0.261893,-422.783,0.893455,0.201,0.045,2.9,0.3,2.699,539.0
2022-06-14 17:30:00,3.03773,340.605,0.344343,525.623,1.14336,0.201,0.045,2.9,0.3,2.699,522.0
2022-06-14 18:00:00,1.3678,351.946,0.132067,-119.797,0.603383,0.201,0.045,2.9,0.3,2.699,505.0
2022-06-14 18:30:00,1.39654,305.518,0.198495,48.5904,0.671041,0.201,0.045,2.9,0.3,2.699,475.0
2022-06-14 19:00:00,0.981649,320.819,0.134109,14.1464,0.423561,0.201,0.045,2.9,0.3,2.699,445.0
2022-06-14 19:30:00,1.60282,345.681,0.171467,20.6513,0.577864,0.201,0.045,2.9,0.3,2.699,446.0
2022-06-14 20:00:00,1.82127,342.741,0.150702,9.21457,0.676741,0.201,0.045,2.9,0.3,2.699,447.0
2022-06-14 20:30:00,1.37292,314.798,0.163612,15.2918,0.784602,0.201,0.045,2.9,0.3,2.699,467.5
2022-06-14 21:00:00,1.66815,304.808,0.226201,28.2316,0.634629,0.201,0.045,2.9,0.3,2.699,488.0
2022-06-14 21:30:00,1.68129,317.204,0.206616,24.0815,0.755437,0.201,0.045,2.9,0.3,2.699,532.0
2022-06-14 22:00:00,2.08476,311.693,0.258718,51.5674,0.753464,0.201,0.045,2.9,0.3,2.699,576.0
2022-06-14 22:30:00,2.41563,311.281,0.231163,41.7501,0.867223,0.201,0.045,2.9,0.3,2.699,580.0
2022-06-14 23:00:00,2.14034,309.403,0.247452,42.6631,0.84399,0.201,0.045,2.9,0.3,2.699,584.0
2022-06-14 23:30:00,2.15409,308.638,0.26287,55.2523,0.867549,0.201,0.045,2.9,0.3,2.699,578.0
2022-06-15 00:00:00,2.42511,312.216,0.293769,64.1461,0.957012,0.201,0.045,2.9,0.3,2.699,572.0
2022-06-15 00:30:00,2.32721,309.089,0.303205,63.6367,0.847866,0.201,0.045,2.9,0.3,2.699,562.0
2022-06-15 01:00:00,2.27812,312.882,0.249475,36.6188,0.940751,0.201,0.045,2.9,0.3,2.699,552.0
2022-06-15 01:30:00,2.06714,319.98,0.244227,35.7389,0.834933,0.201,0.045,2.9,0.3,2.699,535.0
2022-06-15 02:00:00,2.38849,311.019,0.285948,57.1855,0.95284,0.201,0.045,2.9,0.3,2.699,518.0
2022-06-15 02:30:00,2.12441,315.925,0.177812,24.1494,0.804714,0.201,0.045,2.9,0.3,2.699,507.5
2022-06-15 03:00:00,2.76158,317.166,0.280823,173.443,1.03207,0.201,0.045,2.9,0.3,2.699,497.0
2022-06-15 03:30:00,2.7663,311.411,0.218691,-153.628,1.03985,0.201,0.045,2.9,0.3,2.699,500.0
2022-06-15 04:00:00,2.65449,307.508,0.304323,-80.1422,1.20678,0.201,0.045,2.9,0.3,2.699,503.0
2022-06-15 04:30:00,2.67306,311.04,0.301589,-121.205,1.0969,0.201,0.045,2.9,0.3,2.699,523.5
2022-06-15 05:00:00,2.80261,318.38,0.238567,-26.2263,1.18514,0.201,0.045,2.9,0.3,2.699,544.0
2022-06-15 05:30:00,3.01053,309.994,0.451968,-113.321,1.4433,0.201,0.045,2.9,0.3,2.699,662.5
2022-06-15 06:00:00,3.15932,314.051,0.325561,-46.2069,1.27819,0.201,0.045,2.9,0.3,2.699,781.0
2022-06-15 06:30:00,3.6084,314.346,0.368025,-51.4105,1.49012,0.201,0.045,2.9,0.3,2.699,1043.5
2022-06-15 07:00:00,4.13022,307.252,0.431977,-78.3853,1.94423,0.201,0.045,2.9,0.3,2.699,1306.0
2022-06-15 07:30:00,4.3219,306.278,0.495609,-109.904,1.78962,0.201,0.045,2.9,0.3,2.699,1341.5
2022-06-15 08:00:00,4.13079,310.531,0.373225,-69.5583,1.68589,0.201,0.045,2.9,0.3,2.699,1377.0
2022-06-15 08:30:00,3.98535,306.143,0.440681,-112.052,2.09658,0.201,0.045,2.9,0.3,2.699,1388.0
2022-06-15 09:00:00,4.58456,310.606,0.558057,-131.795,2.10284,0.201,0.045,2.9,0.3,2.699,1399.0
2022-06-15 09:30:00,4.0727,305.667,0.480197,-91.3059,1.81926,0.201,0.045,2.9,0.3,2.699,1492.0
2022-06-15 10:00:00,4.38613,309.559,0.528899,-194.244,2.49803,0.201,0.045,2.9,0.3,2.699,1585.0
2022-06-15 10:30:00,4.15383,309.768,0.490321,-103.622,2.02328,0.201,0.045,2.9,0.3,2.699,1553.0
2022-06-15 11:00:00,3.94227,312.019,0.402355,-76.1249,1.61064,0.201,0.045,2.9,0.3,2.699,1521.0
2022-06-15 11:30:00,3.99105,288.162,0.465071,-71.0885,1.63864,0.201,0.045,2.9,0.3,2.699,1515.0
2022-06-15 12:00:00,3.46612,299.895,0.366288,-62.1388,1.84347,0.201,0.045,2.9,0.3,2.699,1509.0
2022-06-15 12:30:00,4.08094,305.678,0.441394,-178.361,1.68008,0.201,0.045,2.9,0.3,2.699,1535.0
2022-06-15 13:30:00,3.70861,306.408,0.475833,-117.989,1.71953,0.201,0.045,2.9,0.3,2.699,1561.0
2022-06-15 14:00:00,3.33566,301.172,0.350729,-132.341,1.60152,0.201,0.045,2.9,0.3,2.699,1587.0
2022-06-15 14:30:00,3.64103,298.058,0.411568,-159.336,1.8138,0.201,0.045,2.9,0.3,2.699,1558.0
2022-06-15 15:00:00,3.89434,279.383,0.535916,-254.839,1.79597,0.201,0.045,2.9,0.3,2.699,1529.0
2022-06-15 15:30:00,3.45641,293.252,0.399586,-275.03,1.70454,0.201,0.045,2.9,0.3,2.699,1510.5
2022-06-15 16:00:00,3.45809,280.728,0.46958,-4167.71,1.32822,0.201,0.045,2.9,0.3,2.699,1492.0
2022-06-15 16:30:00,3.99394,284.228,0.459157,-900.355,1.66697,0.201,0.045,2.9,0.3,2.699,1448.5
2022-06-15 17:00:00,4.36475,270.742,0.561919,1837.27,1.63472,0.201,0.045,2.9,0.3,2.699,1405.0
2022-06-15 17:30:00,4.36067,267.431,0.516378,466.97,1.44853,0.201,0.045,2.9,0.3,2.699,1314.5
2022-06-15 18:00:00,3.15081,275.246,0.430518,174.547,1.17399,0.201,0.045,2.9,0.3,2.699,1224.0
2022-06-15 18:30:00,2.96715,265.842,0.449862,121.017,1.2395,0.201,0.045,2.9,0.3,2.699,1035.0
2022-06-15 19:00:00,2.73846,267.428,0.358797,77.3314,1.13651,0.201,0.045,2.9,0.3,2.699,846.0
2022-06-15 19:30:00,2.7125,268.325,0.355114,74.8984,1.01857,0.201,0.045,2.9,0.3,2.699,771.5
2022-06-15 20:00:00,2.23091,269.904,0.306288,45.8701,0.872343,0.201,0.045,2.9,0.3,2.699,697.0
2022-06-15 20:30:00,2.30689,270.362,0.28879,39.8282,0.935116,0.201,0.045,2.9,0.3,2.699,653.5
2022-06-15 21:00:00,2.4275,271.347,0.324771,52.7271,0.855148,0.201,0.045,2.9,0.3,2.699,610.0
2022-06-15 21:30:00,2.30935,265.108,0.302732,49.2784,0.941592,0.201,0.045,2.9,0.3,2.699,602.0
2022-06-15 22:00:00,2.32946,264.655,0.302509,41.1473,0.840066,0.201,0.045,2.9,0.3,2.699,594.0
2022-06-15 22:30:00,2.25264,274.176,0.284324,42.3191,0.969484,0.201,0.045,2.9,0.3,2.699,570.5
2022-06-15 23:00:00,2.08075,279.034,0.25148,30.0093,0.813139,0.201,0.045,2.9,0.3,2.699,547.0
2022-06-15 23:30:00,1.93512,273.757,0.262899,31.3617,0.821347,0.201,0.045,2.9,0.3,2.699,515.0
2022-06-16 00:00:00,1.59232,261.991,0.207111,21.1642,0.563086,0.201,0.045,2.9,0.3,2.699,483.0
2022-06-16 00:30:00,1.76407,257.24,0.228619,24.8447,0.693758,0.201,0.045,2.9,0.3,2.699,457.0
2022-06-16 01:00:00,1.54449,247.476,0.218912,22.3949,0.66487,0.201,0.045,2.9,0.3,2.699,431.0
2022-06-16 01:30:00,1.46242,252.541,0.201048,23.4909,0.523631,0.201,0.045,2.9,0.3,2.699,419.0
2022-06-16 02:00:00,1.14082,259.498,0.173216,20.212,0.495356,0.201,0.045,2.9,0.3,2.699,407.0
2022-06-16 02:30:00,1.62383,259.474,0.209262,83.9122,0.675174,0.201,0.045,2.9,0.3,2.699,424.5
2022-06-16 03:00:00,1.96771,264.592,0.23555,-589.751,0.743684,0.201,0.045,2.9,0.3,2.699,442.0
2022-06-16 03:30:00,2.55738,273.492,0.278946,-122.4,0.942737,0.201,0.045,2.9,0.3,2.699,477.0
2022-06-16 04:00:00,2.4084,283.271,0.271686,-63.2411,0.805206,0.201,0.045,2.9,0.3,2.699,512.0
2022-06-16 04:30:00,2.4252,293.418,0.263652,-39.0995,1.15381,0.201,0.045,2.9,0.3,2.699,632.5
2022-06-16 05:00:00,2.66302,293.155,0.342056,-65.367,1.28558,0.201,0.045,2.9,0.3,2.699,753.0
2022-06-16 05:30:00,2.60811,290.459,0.33557,-52.4197,1.34863,0.201,0.045,2.9,0.3,2.699,930.0
2022-06-16 06:00:00,2.93127,279.675,0.395502,-53.289,1.48444,0.201,0.045,2.9,0.3,2.699,1107.0
2022-06-16 06:30:00,2.94264,289.375,0.417512,-72.0181,1.45888,0.201,0.045,2.9,0.3,2.699,1139.0
2022-06-16 07:00:00,3.47765,288.066,0.463291,-72.0208,1.92172,0.201,0.045,2.9,0.3,2.699,1171.0
2022-06-16 07:30:00,3.78803,272.233,0.467657,-74.8564,1.56629,0.201,0.045,2.9,0.3,2.699,1222.5
2022-06-16 08:00:00,3.68179,262.383,0.451653,-92.9054,1.55515,0.201,0.045,2.9,0.3,2.699,1274.0
2022-06-16 08:30:00,3.45056,269.459,0.494095,-120.174,1.74471,0.201,0.045,2.9,0.3,2.699,1271.0
2022-06-16 09:00:00,3.61144,274.417,0.403656,-102.574,1.60586,0.201,0.045,2.9,0.3,2.699,1268.0
2022-06-16 09:30:00,3.68318,267.608,0.476852,-74.0197,1.7182,0.201,0.045,2.9,0.3,2.699,1504.0
2022-06-16 10:00:00,3.79837,262.721,0.511562,-102.074,1.56276,0.201,0.045,2.9,0.3,2.699,1740.0
2022-06-16 10:30:00,3.75052,260.691,0.46052,-65.9019,1.42159,0.201,0.045,2.9,0.3,2.699,1725.0
2022-06-16 11:00:00,3.55938,268.012,0.462395,-119.602,1.59161,0.201,0.045,2.9,0.3,2.699,1710.0
2022-06-16 11:30:00,4.08176,274.2,0.488378,-87.2677,1.85235,0.201,0.045,2.9,0.3,2.699,1673.0
2022-06-16 12:00:00,3.46355,269.157,0.491955,-73.2001,1.72914,0.201,0.045,2.9,0.3,2.699,1636.0
2022-06-16 12:30:00,3.35928,306.338,0.364163,-58.2175,1.58235,0.201,0.045,2.9,0.3,2.699,1569.0
2022-06-16 13:00:00,3.45996,294.572,0.438504,-161.116,1.82036,0.201,0.045,2.9,0.3,2.699,1502.0
2022-06-16 13:30:00,3.21259,313.141,0.32977,-171.341,1.38424,0.201,0.045,2.9,0.3,2.699,1454.0
2022-06-16 14:00:00,3.20107,307.674,0.34605,-164.074,1.34867,0.201,0.045,2.9,0.3,2.699,1406.0
2022-06-16 14:30:00,3.12506,307.811,0.403588,-1038.11,1.35004,0.201,0.045,2.9,0.3,2.699,1368.5
2022-06-16 15:00:00,3.49963,310.359,0.315189,-233.63,1.50777,0.201,0.045,2.9,0.3,2.699,1331.0
2022-06-16 15:30:00,3.00329,309.25,0.356538,-415.001,1.14409,0.201,0.045,2.9,0.3,2.699,1315.5
2022-06-16 16:00:00,2.90837,307.669,0.328812,-134.885,1.20997,0.201,0.045,2.9,0.3,2.699,1300.0
2022-06-16 16:30:00,2.329,294.522,0.299143,193.522,0.93161,0.201,0.045,2.9,0.3,2.699,1285.0
2022-06-16 17:00:00,2.21658,291.747,0.247216,43.0433,1.05974,0.201,0.045,2.9,0.3,2.699,1270.0
2022-06-16 17:30:00,1.35295,298.661,0.19248,23.433,0.662442,0.201,0.045,2.9,0.3,2.699,1166.0
2022-06-16 18:00:00,1.70607,325.723,0.179975,18.6231,0.827322,0.201,0.045,2.9,0.3,2.699,1062.0
2022-06-16 18:30:00,1.6642,342.625,0.172777,16.1622,0.531315,0.201,0.045,2.9,0.3,2.699,690.5
2022-06-16 19:00:00,1.06812,318.138,0.169442,14.2446,0.612156,0.201,0.045,2.9,0.3,2.699,319.0
2022-06-16 19:30:00,0.860795,277.962,0.087122,9.54029,0.294675,0.201,0.045,2.9,0.3,2.699,268.0
2022-06-16 20:00:00,0.809865,283.391,0.0866318,6.22384,0.337495,0.201,0.045,2.9,0.3,2.699,217.0
2022-06-16 20:30:00,0.555059,276.765,0.0734533,3.45085,0.275864,0.201,0.045,2.9,0.3,2.699,255.5
2022-06-16 21:00:00,0.593175,249.376,0.0558234,17.6798,0.231631,0.201,0.045,2.9,0.3,2.699,294.0
2022-06-16 21:30:00,0.639189,245.257,0.093972,3.02297,0.35461,0.201,0.045,2.9,0.3,2.699,364.5
2022-06-16 22:00:00,1.27799,278.905,0.16315,9.7793,0.560815,0.201,0.045,2.9,0.3,2.699,435.0
2022-06-16 22:30:00,1.51592,291.984,0.246443,27.7264,0.698466,0.201,0.045,2.9,0.3,2.699,447.0
2022-06-16 23:00:00,1.77453,287.721,0.224783,25.7169,0.641801,0.201,0.045,2.9,0.3,2.699,459.0
2022-06-16 23:30:00,2.01341,280.111,0.241087,32.2463,0.740697,0.201,0.045,2.9,0.3,2.699,466.0
2022-06-17 00:00:00,1.98543,283.685,0.258838,36.2141,0.743823,0.201,0.045,2.9,0.3,2.699,473.0
2022-06-17 00:30:00,1.88371,285.416,0.223293,22.877,0.730307,0.201,0.045,2.9,0.3,2.699,460.0
2022-06-17 01:00:00,1.86638,282.273,0.259769,42.0326,0.759581,0.201,0.045,2.9,0.3,2.699,447.0
2022-06-17 01:30:00,1.56476,283.043,0.250874,39.5448,0.695901,0.201,0.045,2.9,0.3,2.699,437.0
2022-06-17 02:00:00,1.69987,278.553,0.217526,29.0405,0.672154,0.201,0.045,2.9,0.3,2.699,427.0
2022-06-17 02:30:00,1.55697,278.118,0.2327,51.6935,0.602118,0.201,0.045,2.9,0.3,2.699,437.0
2022-06-17 03:00:00,1.93043,283.126,0.207837,-500.741,0.741598,0.201,0.045,2.9,0.3,2.699,447.0
2022-06-17 03:30:00,1.84614,291.708,0.209868,-50.7179,0.902798,0.201,0.045,2.9,0.3,2.699,484.0
2022-06-17 04:00:00,2.26837,304.779,0.278522,-88.0742,1.03045,0.201,0.045,2.9,0.3,2.699,521.0
2022-06-17 04:30:00,2.37198,308.895,0.313045,-64.5013,1.06133,0.201,0.045,2.9,0.3,2.699,575.0
2022-06-17 05:00:00,2.4563,310.898,0.275138,-33.8386,1.19338,0.201,0.045,2.9,0.3,2.699,629.0
2022-06-17 05:30:00,2.73869,311.493,0.28827,-34.4502,1.15658,0.201,0.045,2.9,0.3,2.699,688.0
2022-06-17 06:00:00,3.11314,303.516,0.335543,-44.547,1.2698,0.201,0.045,2.9,0.3,2.699,747.0
2022-06-17 06:30:00,2.55888,310.418,0.278836,-23.9491,1.3724,0.201,0.045,2.9,0.3,2.699,829.5
2022-06-17 07:00:00,2.77343,298.925,0.329294,-29.8584,1.51671,0.201,0.045,2.9,0.3,2.699,912.0
2022-06-17 07:30:00,3.43104,311.58,0.342569,-35.2113,1.6775,0.201,0.045,2.9,0.3,2.699,1025.0
2022-06-17 08:00:00,2.89787,312.641,0.347907,-36.6529,1.4704,0.201,0.045,2.9,0.3,2.699,1138.0
2022-06-17 08:30:00,2.87859,318.16,0.335087,-29.0272,1.37225,0.201,0.045,2.9,0.3,2.699,1255.0
2022-06-17 09:00:00,3.04937,292.402,0.372658,-37.2384,1.5702,0.201,0.045,2.9,0.3,2.699,1372.0
2022-06-17 09:30:00,3.60403,305.278,0.437965,-65.909,1.74327,0.201,0.045,2.9,0.3,2.699,1438.0
2022-06-17 10:00:00,3.48007,326.544,0.462332,-81.0275,1.81962,0.201,0.045,2.9,0.3,2.699,1504.0
2022-06-17 10:30:00,3.21695,306.3,0.463895,-72.3656,2.07279,0.201,0.045,2.9,0.3,2.699,1463.5
2022-06-17 11:00:00,3.65258,305.939,0.45629,-65.2268,2.03522,0.201,0.045,2.9,0.3,2.699,1423.0
2022-06-17 11:30:00,3.66391,298.115,0.406056,-74.1013,1.87253,0.201,0.045,2.9,0.3,2.699,1417.5
2022-06-17 12:00:00,3.59728,317.949,0.369068,-222.449,1.39633,0.201,0.045,2.9,0.3,2.699,1412.0
2022-06-17 12:30:00,3.42114,311.351,0.461022,-105.731,1.89057,0.201,0.045,2.9,0.3,2.699,1433.0
2022-06-17 13:00:00,3.62951,318.098,0.381616,-81.6026,1.53627,0.201,0.045,2.9,0.3,2.699,1454.0
2022-06-17 13:30:00,3.14279,321.236,0.312817,-55.9007,1.7403,0.201,0.045,2.9,0.3,2.699,1523.0
2022-06-17 14:00:00,3.06055,335.681,0.374094,-296.228,1.85014,0.201,0.045,2.9,0.3,2.699,1592.0
2022-06-17 14:30:00,2.90818,349.311,0.337453,-119.929,1.45231,0.201,0.045,2.9,0.3,2.699,1504.0
2022-06-17 15:00:00,1.72838,5.91252,0.328898,277.101,1.52269,0.201,0.045,2.9,0.3,2.699,1416.0
2022-06-17 15:30:00,3.17259,120.451,0.440987,-113.14,1.13139,0.201,0.045,2.9,0.3,2.699,1303.0
2022-06-17 16:00:00,1.54568,143.249,0.217811,-125.903,0.629496,0.201,0.045,2.9,0.3,2.699,1190.0
2022-06-17 16:30:00,1.79322,141.64,0.196367,-79.0638,0.816556,0.201,0.045,2.9,0.3,2.699,999.5
2022-06-17 17:00:00,1.30472,127.268,0.179767,-56.3628,0.563538,0.201,0.045,2.9,0.3,2.699,809.0
2022-06-17 17:30:00,0.94949,100.324,0.112549,-39.4354,0.436364,0.201,0.045,2.9,0.3,2.699,555.5
2022-06-17 18:00:00,0.998176,118.202,0.0912456,6.89944,0.375062,0.201,0.045,2.9,0.3,2.699,302.0
2022-06-17 18:30:00,0.75334,115.466,0.0506177,2.36484,0.522167,0.201,0.045,2.9,0.3,2.699,251.5
2022-06-17 19:00:00,0.536288,97.8291,0.0700654,4.01018,0.430869,0.201,0.045,2.9,0.3,2.699,201.0
2022-06-17 19:30:00,0.319689,38.6382,0.0726228,-3.25244,0.389832,0.201,0.045,2.9,0.3,2.699,178.5
2022-06-17 20:00:00,0.404514,30.761,0.0788273,26.1888,0.232686,0.201,0.045,2.9,0.3,2.699,156.0
2022-06-17 20:30:00,0.0706114,267.636,0.062443,2.79365,0.242701,0.201,0.045,2.9,0.3,2.699,156.5
2022-06-17 21:00:00,0.364989,35.908,0.0869115,12.755,0.249845,0.201,0.045,2.9,0.3,2.699,157.0
2022-06-17 21:30:00,0.137809,46.9925,0.076734,7.08518,0.307849,0.201,0.045,2.9,0.3,2.699,149.0
2022-06-17 22:00:00,0.0956408,44.1739,0.0932831,5.18586,0.197245,0.201,0.045,2.9,0.3,2.699,141.0
2022-06-17 22:30:00,0.252402,44.6144,0.066618,-3.63961,0.14597,0.201,0.045,2.9,0.3,2.699,146.5
2022-06-17 23:00:00,0.501062,32.0754,0.0771264,-2.37376,0.235939,0.201,0.045,2.9,0.3,2.699,152.0
2022-06-17 23:30:00,0.297028,6.52753,0.0626575,-6.07282,0.278653,0.201,0.045,2.9,0.3,2.699,158.5
2022-06-18 00:00:00,0.176074,311.243,0.105202,-18.153,0.287092,0.201,0.045,2.9,0.3,2.699,165.0
2022-06-18 00:30:00,0.395425,351.322,0.107721,7.87608,0.244342,0.201,0.045,2.9,0.3,2.699,159.5
2022-06-18 01:00:00,0.420589,157.639,0.0530811,2.12041,0.290272,0.201,0.045,2.9,0.3,2.699,154.0
2022-06-18 01:30:00,0.44378,125.881,0.04467,0.903981,0.328282,0.201,0.045,2.9,0.3,2.699,156.0
2022-06-18 02:00:00,1.07315,140.278,0.0940234,8.46652,0.328176,0.201,0.045,2.9,0.3,2.699,158.0
2022-06-18 02:30:00,1.59161,161.789,0.18271,40.8389,0.505212,0.201,0.045,2.9,0.3,2.699,175.0
2022-06-18 03:00:00,1.90849,166.245,0.182693,52.0764,0.568705,0.201,0.045,2.9,0.3,2.699,192.0
2022-06-18 03:30:00,1.55956,164.31,0.168615,70.9874,0.401086,0.201,0.045,2.9,0.3,2.699,224.0
2022-06-18 04:00:00,1.42134,166.725,0.165314,523.477,0.438624,0.201,0.045,2.9,0.3,2.699,256.0
2022-06-18 04:30:00,1.7662,170.781,0.202735,-68.7683,0.555454,0.201,0.045,2.9,0.3,2.699,307.6666666666667
2022-06-18 05:30:00,1.8929,166.05,0.177505,-22.5139,0.610462,0.201,0.045,2.9,0.3,2.699,359.3333333333333
2022-06-18 06:00:00,2.16875,168.208,0.278656,-54.9884,0.655826,0.201,0.045,2.9,0.3,2.699,411.0
2022-06-18 06:30:00,2.5319,169.085,0.254911,-64.6185,0.711893,0.201,0.045,2.9,0.3,2.699,438.0
2022-06-18 07:00:00,2.96905,182.295,0.291277,-105.082,0.685068,0.201,0.045,2.9,0.3,2.699,465.0
2022-06-18 07:30:00,3.22012,184.353,0.329055,-136.213,0.724458,0.201,0.045,2.9,0.3,2.699,501.0
2022-06-18 08:00:00,3.67496,189.128,0.354617,-791.263,0.783537,0.201,0.045,2.9,0.3,2.699,537.0
2022-06-18 08:30:00,3.03076,178.871,0.349854,-464.53,0.796001,0.201,0.045,2.9,0.3,2.699,563.0
2022-06-18 09:00:00,2.71478,167.571,0.287819,-737.038,0.785702,0.201,0.045,2.9,0.3,2.699,589.0
2022-06-18 09:30:00,3.19708,160.845,0.359557,-651.437,0.90597,0.201,0.045,2.9,0.3,2.699,608.5
2022-06-18 10:00:00,2.89137,156.061,0.364262,-148.919,0.821447,0.201,0.045,2.9,0.3,2.699,628.0
2022-06-18 10:30:00,3.08401,158.471,0.356906,-240.75,0.947992,0.201,0.045,2.9,0.3,2.699,649.5
2022-06-18 11:00:00,3.45499,161.849,0.366513,-510.756,1.02157,0.201,0.045,2.9,0.3,2.699,671.0
2022-06-18 11:30:00,3.33258,161.022,0.352008,-651.568,0.970219,0.201,0.045,2.9,0.3,2.699,659.0
2022-06-18 12:00:00,4.42623,160.534,0.489522,-40787.3,1.32793,0.201,0.045,2.9,0.3,2.699,647.0
2022-06-18 12:30:00,4.43503,186.659,0.422824,-1039.8,0.952303,0.201,0.045,2.9,0.3,2.699,654.5
2022-06-18 13:00:00,3.69219,185.507,0.370722,-463.2,0.773609,0.201,0.045,2.9,0.3,2.699,662.0
2022-06-18 13:30:00,2.9729,201.297,0.340024,-528.783,0.853112,0.201,0.045,2.9,0.3,2.699,632.5
2022-06-18 14:00:00,3.20292,201.023,0.339022,-611.592,0.833752,0.201,0.045,2.9,0.3,2.699,603.0
2022-06-18 14:30:00,3.59105,198.406,0.378629,-983.18,0.929859,0.201,0.045,2.9,0.3,2.699,593.0
2022-06-18 15:00:00,3.25979,202.799,0.386071,-25972.1,0.922495,0.201,0.045,2.9,0.3,2.699,583.0
2022-06-18 15:30:00,2.93331,205.84,0.363725,-1040.75,0.826972,0.201,0.045,2.9,0.3,2.699,575.5
2022-06-18 16:00:00,2.69056,205.112,0.30178,1533.62,0.714368,0.201,0.045,2.9,0.3,2.699,568.0
2022-06-18 16:30:00,2.91366,211.016,0.356213,983.597,0.816502,0.201,0.045,2.9,0.3,2.699,563.5
2022-06-18 17:00:00,2.58343,208.78,0.337616,734.634,0.69242,0.201,0.045,2.9,0.3,2.699,559.0
